Id,Date,Text,Combined
839,6.12.2020,Kind people are my kinda people,6.12.2020  Kind people are my kinda people
840,6.11.2020,Where do mansplainers get their water from?,6.11.2020  Where do mansplainers get their water from?
841,6.10.2020,Can’t believe Tiger King was the most normal part of 2020,6.10.2020  Can’t believe Tiger King was the most normal part of 2020
842,6.9.2020,Friends are therapists you can drink with,6.9.2020  Friends are therapists you can drink with
843,6.8.2020,"I do not have my ducks in a row, I have squirrels and they’re at a rave","6.8.2020  I do not have my ducks in a row, I have squirrels and they’re at a rave"
844,6.5.2020,What if there were no hypothetical questions?,6.5.2020  What if there were no hypothetical questions?
845,6.4.2020,The only run I’m going on is a margarita run,6.4.2020  The only run I’m going on is a margarita run
846,6.3.2020,Floyd Ramos,6.3.2020  Floyd Ramos
847,6.2.2020,Kids’ ears are for decorative purposes only,6.2.2020  Kids’ ears are for decorative purposes only
848,6.1.2020,Remember when you wished the weekend would last forever? Happy now?,6.1.2020  Remember when you wished the weekend would last forever? Happy now?
849,5.29.2020,Do U2’s lawyers work pro Bono?,5.29.2020  Do U2’s lawyers work pro Bono?
850,5.28.2020,Sounds like thunder but with the way 2020 is going it could be Godzilla,5.28.2020  Sounds like thunder but with the way 2020 is going it could be Godzilla
851,5.27.2020,"If my kids are outside crying, picking weeds, it’s ok; they’re on a field trip.","5.27.2020  If my kids are outside crying, picking weeds, it’s ok; they’re on a field trip."
852,5.26.2020,No one is both,5.26.2020  No one is both
853,5.22.2020,Hope the weather’s nice today for my trip to Puerto Backyarda,5.22.2020  Hope the weather’s nice today for my trip to Puerto Backyarda
854,5.21.2020,"Unless you fell on the treadmill, no one wants to hear about your workout","5.21.2020  Unless you fell on the treadmill, no one wants to hear about your workout"
855,5.20.2020,"If you’re ugly with pretty eyes, this is your moment!","5.20.2020  If you’re ugly with pretty eyes, this is your moment!"
856,5.19.2020,Being an adult:,5.19.2020  Being an adult:
857,5.18.2020,Website: We use cookies to improve our performance,5.18.2020  Website: We use cookies to improve our performance
858,5.15.2020,"For those who have lost track, today is Blursday the fortyteenth of Maprilay","5.15.2020  For those who have lost track, today is Blursday the fortyteenth of Maprilay"
859,5.14.2020,"The teacher that said my child was a joy to teach, lied","5.14.2020  The teacher that said my child was a joy to teach, lied"
860,5.13.2020,Today’s offer:,5.13.2020  Today’s offer:
861,5.12.2020,Those days of the week underwear would be helpful right about now,5.12.2020  Those days of the week underwear would be helpful right about now
862,5.11.2020,Nothing is truly lost until your mom can’t find it,5.11.2020  Nothing is truly lost until your mom can’t find it
863,5.8.2020,Free tacos if your name is X AE A-12,5.8.2020  Free tacos if your name is X AE A-12
864,5.7.2020,"Not all heroes wear capes, but a whole lotta them wear scrubs","5.7.2020  Not all heroes wear capes, but a whole lotta them wear scrubs"
865,5.6.2020,The margaritas are strong with this one,5.6.2020  The margaritas are strong with this one
866,5.5.2020,"Baby Yoda implies that there is Scary Yoda, Sporty Yoda, Posh Yoda & Ginger Yoda","5.5.2020  Baby Yoda implies that there is Scary Yoda, Sporty Yoda, Posh Yoda & Ginger Yoda"
867,5.4.2020,Pros & Cons of making food-,5.4.2020  Pros & Cons of making food-
868,5.1.2020,Me flirting: U got anxiety too or no?,5.1.2020  Me flirting: U got anxiety too or no?
869,4.30.2020,Run spelled backwards is Nur… & that’s a Nur from me,4.30.2020  Run spelled backwards is Nur… & that’s a Nur from me
870,4.29.2020,Tough times never last but tough people do,4.29.2020  Tough times never last but tough people do
871,4.28.2020,I wish real life was as chill as Animal Crossing,4.28.2020  I wish real life was as chill as Animal Crossing
872,4.27.2020,The truth comes out as the tequila goes in,4.27.2020  The truth comes out as the tequila goes in
873,4.24.2020,My hands are consuming more alcohol than my mouth,4.24.2020  My hands are consuming more alcohol than my mouth
874,4.23.2020,Save Earth it’s the only planet with margaritas,4.23.2020  Save Earth it’s the only planet with margaritas
875,4.22.2020,I’m gonna carpe soooo many diems when this is all over,4.22.2020  I’m gonna carpe soooo many diems when this is all over
876,4.21.2020,Lamps in video games use real electricity,4.21.2020  Lamps in video games use real electricity
877,4.20.2020,It’s like kids can just *smell* us relaxing,4.20.2020  It’s like kids can just *smell* us relaxing
878,4.17.2020,Just remember…someone out there is quarantined with your ex,4.17.2020  Just remember…someone out there is quarantined with your ex
879,4.16.2020,Due to quarantine we will only be telling inside jokes from now on,4.16.2020  Due to quarantine we will only be telling inside jokes from now on
880,4.15.2020,Check on your friends stuck in quarantine with kids (they need margaritas),4.15.2020  Check on your friends stuck in quarantine with kids (they need margaritas)
881,4.14.2020,How y’all summer body lookin? Mine lookin like I have a great personality,4.14.2020  How y’all summer body lookin? Mine lookin like I have a great personality
882,4.13.2020,Can someone whose dad’s friend’s cousin works at the pentagon give us an update,4.13.2020  Can someone whose dad’s friend’s cousin works at the pentagon give us an update
883,4.9.2020,If you killed someone what would u do with the body Baskin for a friend,4.9.2020  If you killed someone what would u do with the body Baskin for a friend
884,4.8.2020,"If you have to ask if it’s too early to drink beer, we can’t be friends","4.8.2020  If you have to ask if it’s too early to drink beer, we can’t be friends"
885,4.7.2020,Day 17…I’ve finished  Netflix,4.7.2020  Day 17…I’ve finished  Netflix
886,4.6.2020,Diet diary day 1: I have removed all bad food from house it was delicious,4.6.2020  Diet diary day 1: I have removed all bad food from house it was delicious
887,4.3.2020,Burritoing: (Verb) The act of wrapping yourself in multiple blankets & doing nothing,4.3.2020  Burritoing: (Verb) The act of wrapping yourself in multiple blankets & doing nothing
888,4.2.2020,"If you tag me in the push-up challenge, I’m blocking you","4.2.2020  If you tag me in the push-up challenge, I’m blocking you"
889,4.1.2020,"It’s confirmed, even with all the time in the world, I still won’t work out","4.1.2020  It’s confirmed, even with all the time in the world, I still won’t work out"
890,3.31.2020,You really do have to hand it to tacos,3.31.2020  You really do have to hand it to tacos
891,3.30.2020,"Hey all you cool cats and kittens, order to-go margs","3.30.2020  Hey all you cool cats and kittens, order to-go margs"
892,3.27.2020,Single man w/TP seeks single woman w/hand sanitizer for good clean fun,3.27.2020  Single man w/TP seeks single woman w/hand sanitizer for good clean fun
893,3.26.2020,Back in my day we used to string toilet paper on the yards of our enemies,3.26.2020  Back in my day we used to string toilet paper on the yards of our enemies
894,3.25.2020,We can’t control what’s going on but we can keep choosing kindness,3.25.2020  We can’t control what’s going on but we can keep choosing kindness
895,3.24.2020,When you’re quarantined breakfast tacos start at 11,3.24.2020  When you’re quarantined breakfast tacos start at 11
896,3.23.2020,Day 7 of quarantine… what is this “pair of pants” you speak of,3.23.2020  Day 7 of quarantine… what is this “pair of pants” you speak of
897,3.19.2020,"In honor of delivery & pick-up, send us your best pick-up lines","3.19.2020  In honor of delivery & pick-up, send us your best pick-up lines"
898,3.18.2020,"Turns out, I was social distancing the whole time","3.18.2020  Turns out, I was social distancing the whole time"
899,3.17.2020,I don’t like this episode of Black Mirror,3.17.2020  I don’t like this episode of Black Mirror
900,3.16.2020,If I panic buy anything it’s going to be the queso,3.16.2020  If I panic buy anything it’s going to be the queso
901,3.13.2020,You’ve heard of the Panic! At the Disco. Get ready for… Panic! At the Costco,3.13.2020  You’ve heard of the Panic! At the Disco. Get ready for… Panic! At the Costco
902,3.12.2020,We must protect Tom Hanks at all costs,3.12.2020  We must protect Tom Hanks at all costs
903,3.11.2020,Breakfast tacos to go 7-11AM,3.11.2020  Breakfast tacos to go 7-11AM
904,3.10.2020,I burned 1200 calories today! I left the pizza in the oven too long,3.10.2020  I burned 1200 calories today! I left the pizza in the oven too long
905,3.9.2020,"Give me coffee to change the things I can, and tequila to accept the things I can’t","3.9.2020  Give me coffee to change the things I can, and tequila to accept the things I can’t"
906,3.6.2020,Someone’s therapist knows about you,3.6.2020  Someone’s therapist knows about you
907,3.4.2020,"Hand sanitizer may be sold out– when all else fails, use tequila","3.4.2020  Hand sanitizer may be sold out– when all else fails, use tequila"
908,3.3.2020,"First we vote, then we taco Tuesday","3.3.2020  First we vote, then we taco Tuesday"
909,3.2.2020,"Thank your lucky stars you’re in Austin, Texas","3.2.2020  Thank your lucky stars you’re in Austin, Texas"
910,2.28.2020,I thought I needed help then I watched Love Is Blind,2.28.2020  I thought I needed help then I watched Love Is Blind
911,2.27.2020,I bet Rick Astley has a really tough time with lent,2.27.2020  I bet Rick Astley has a really tough time with lent
912,2.26.2020,Today I’m going to give it my some,2.26.2020  Today I’m going to give it my some
913,2.25.2020,Some days I am Regina George and life is the bus,2.25.2020  Some days I am Regina George and life is the bus
914,2.24.2020,"Don’t worry laundry, no one’s doing me either","2.24.2020  Don’t worry laundry, no one’s doing me either"
915,2.21.2020,Sorry we’re closed,2.21.2020  Sorry we’re closed
916,2.20.2020,Every day’s a new day,2.20.2020  Every day’s a new day
917,2.19.2020,525 million dogs in the world and you think I need you?,2.19.2020  525 million dogs in the world and you think I need you?
918,2.18.2020,"I know everything happens for a reason, but WTF","2.18.2020  I know everything happens for a reason, but WTF"
919,2.17.2020,Wake up and smell the breakfast tacos,2.17.2020  Wake up and smell the breakfast tacos
920,2.14.2020,A taco is a beef love letter in a corn envelope that ut ail our stomach,2.14.2020  A taco is a beef love letter in a corn envelope that ut ail our stomach
921,2.13.2020,“How ’bout we take this to the bedroom?” I whispered to my snacks,2.13.2020  “How ’bout we take this to the bedroom?” I whispered to my snacks
922,2.11.2020,"Doing taxes isn’t that hard, I don’t get it. You just get your W2 & send it to your dad.","2.11.2020  Doing taxes isn’t that hard, I don’t get it. You just get your W2 & send it to your dad."
